id,vendorId,category,metadata,createdAt,updatedAt
da6ac03b-7bab-4e8e-8999-e94fb684135c,ba2860c8-f040-45d8-8985-f299574d491f,ACCOMMODATION,"{""minBudget"": 157903, ""maxBudget"": 2217292, ""maxGuests"": 1350, ""hotelRooms"": 215, ""destinationWedding"": True}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
1dc901fe-088d-409f-a892-02e738d4dcd9,ba2860c8-f040-45d8-8985-f299574d491f,CATERING,"{""minBudget"": 130236, ""maxBudget"": 4024537, ""maxGuests"": 1262, ""vegOnly"": True}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
402c1859-c73c-470f-a59e-85324a4f4f92,7556c786-ed6e-4f99-8757-5940fdd91f3c,TECHNICAL,"{""minBudget"": 495457, ""maxBudget"": 1254920, ""maxGuests"": 2288, ""supportsHybrid"": False}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
d88f9521-737e-4610-8f75-41be85ce54b8,7556c786-ed6e-4f99-8757-5940fdd91f3c,CATERING,"{""minBudget"": 482998, ""maxBudget"": 4787568, ""maxGuests"": 1928, ""vegOnly"": False}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
8afc35e4-19a0-44b3-a914-9a0842c57f58,8e2a7989-600e-4c17-bdc4-9825202bc71b,FLOOR_SPACE,"{""minBudget"": 299873, ""maxBudget"": 1829423, ""floorSpaceSqFt"": 27394}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
2bcebcb9-42d0-495d-9618-c297772deb84,8e2a7989-600e-4c17-bdc4-9825202bc71b,ACCOMMODATION,"{""minBudget"": 117372, ""maxBudget"": 4805382, ""maxGuests"": 524, ""hotelRooms"": 270, ""destinationWedding"": True}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
ef64e14d-7590-4dae-b6a2-35977e33845f,8e2a7989-600e-4c17-bdc4-9825202bc71b,TECHNICAL,"{""minBudget"": 345227, ""maxBudget"": 4142982, ""maxGuests"": 1487, ""supportsHybrid"": False}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
a335843a-0381-4790-901a-4b0df8dc7805,ea4e2a01-501e-44f9-94c9-a3b2bc148e3e,ACCOMMODATION,"{""minBudget"": 148161, ""maxBudget"": 1555558, ""maxGuests"": 775, ""hotelRooms"": 240, ""destinationWedding"": True}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
167f88a5-8b0f-4dc1-8dd6-8eb1e3aba525,ea4e2a01-501e-44f9-94c9-a3b2bc148e3e,FLOOR_SPACE,"{""minBudget"": 294180, ""maxBudget"": 1009634, ""floorSpaceSqFt"": 79840}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
fcd027a1-98e6-4473-bf87-48a52d8ad07f,ea4e2a01-501e-44f9-94c9-a3b2bc148e3e,CATERING,"{""minBudget"": 486484, ""maxBudget"": 1168860, ""maxGuests"": 1935, ""vegOnly"": True}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
8763f151-f59a-4a72-bbe1-de94e3ba7d5d,4380ecb8-f993-47c0-aa13-17961e94bc67,CATERING,"{""minBudget"": 355638, ""maxBudget"": 3728974, ""maxGuests"": 409, ""vegOnly"": True}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
2a743e90-1f81-497d-b473-3a4cccdf80d2,4380ecb8-f993-47c0-aa13-17961e94bc67,TECHNICAL,"{""minBudget"": 337375, ""maxBudget"": 2639469, ""maxGuests"": 1627, ""supportsHybrid"": True}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
33ab5cf1-4792-48b1-857c-27edd95661b5,18a88016-4874-483f-8318-0aca6f64d112,CATERING,"{""minBudget"": 195916, ""maxBudget"": 941161, ""maxGuests"": 955, ""vegOnly"": False}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
5e5bb90f-c0e9-4f16-be48-ad2449cc1b38,0a2fbebd-2015-4724-9eca-c8aef2d88945,DECOR,"{""minBudget"": 246001, ""maxBudget"": 2497215}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
b21683a4-b9f9-407c-8ccd-c56cf884af19,008b03d0-23d4-4c74-9785-1ea029c90a2c,STAFF,"{""minBudget"": 285184, ""maxBudget"": 2469057}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
6033d43b-d9b0-468b-b493-00185d2841e6,6e6841b6-df65-4374-b336-72f389e44d4b,DECOR,"{""minBudget"": 140689, ""maxBudget"": 4830083}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
a70a1b45-c342-4c5f-b3e0-c1f3b79c28e3,1657efc8-9591-473f-a37a-ab1e01d7e338,CATERING,"{""minBudget"": 312534, ""maxBudget"": 4279377, ""maxGuests"": 1559, ""vegOnly"": True}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
43aa3b85-ab5d-4f6f-a67f-d51fb08ef020,033c4250-b36a-4ac5-85b3-4356fcb6c51e,ACCOMMODATION,"{""minBudget"": 285814, ""maxBudget"": 2268534, ""maxGuests"": 571, ""hotelRooms"": 61, ""destinationWedding"": True}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
aa05c6bd-862b-41df-af1a-9937077b2343,033c4250-b36a-4ac5-85b3-4356fcb6c51e,DECOR,"{""minBudget"": 491393, ""maxBudget"": 2875400}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
e2079849-279e-450e-82ee-6708adf04758,033c4250-b36a-4ac5-85b3-4356fcb6c51e,STAFF,"{""minBudget"": 365453, ""maxBudget"": 2867428}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
6d7e46ea-35ea-4521-995f-51ff75305faa,8bc1964b-14cc-4dec-a85c-695c0caba8e0,STAFF,"{""minBudget"": 310297, ""maxBudget"": 1373487}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
fc7e759e-752d-4c55-a352-4b0cb51a18c1,8bc1964b-14cc-4dec-a85c-695c0caba8e0,FLOOR_SPACE,"{""minBudget"": 428462, ""maxBudget"": 1149315, ""floorSpaceSqFt"": 27059}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
554f71aa-0eca-47fd-bdf9-01e15d791676,0134d51a-a8df-4f8a-9265-b70a5dcb26e8,CATERING,"{""minBudget"": 448378, ""maxBudget"": 2772827, ""maxGuests"": 1020, ""vegOnly"": True}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
ef20665f-4269-4d9f-8ddc-010c6d8bd596,0134d51a-a8df-4f8a-9265-b70a5dcb26e8,ACCOMMODATION,"{""minBudget"": 268055, ""maxBudget"": 1665809, ""maxGuests"": 153, ""hotelRooms"": 44, ""destinationWedding"": True}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
3d4a1286-e89b-42f9-acf2-50993e30e78b,0134d51a-a8df-4f8a-9265-b70a5dcb26e8,DECOR,"{""minBudget"": 204810, ""maxBudget"": 3459077}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
f0c5c872-67a0-4000-81ec-7fc74f4deb95,1d68625b-e959-4535-898c-5782b4c96722,DECOR,"{""minBudget"": 335781, ""maxBudget"": 4622076}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
aa89c880-0ed1-4203-b743-d141f5c07440,1d68625b-e959-4535-898c-5782b4c96722,STAFF,"{""minBudget"": 461210, ""maxBudget"": 1538100}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
7aa11b31-c915-43ff-bdc2-97dcd3808458,1d68625b-e959-4535-898c-5782b4c96722,ACCOMMODATION,"{""minBudget"": 436131, ""maxBudget"": 1246000, ""maxGuests"": 373, ""hotelRooms"": 237, ""destinationWedding"": True}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
5331e6ef-bf54-42f1-9f58-838cd1c02163,e3feacbe-73ca-4526-b622-d48fd672efa8,ACCOMMODATION,"{""minBudget"": 328756, ""maxBudget"": 1151774, ""maxGuests"": 742, ""hotelRooms"": 195, ""destinationWedding"": True}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
d7b04fbe-e14e-42f8-81af-a48eb3899a0b,e3feacbe-73ca-4526-b622-d48fd672efa8,CATERING,"{""minBudget"": 298338, ""maxBudget"": 1154585, ""maxGuests"": 1421, ""vegOnly"": True}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
7190b9a9-fd6e-4914-8894-288d01b4fedd,b57a56f4-2da1-4d0c-a787-1144d2f92ba8,ACCOMMODATION,"{""minBudget"": 373008, ""maxBudget"": 785613, ""maxGuests"": 142, ""hotelRooms"": 119, ""destinationWedding"": True}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
aecf680f-1853-4239-903f-90cca15d84af,b57a56f4-2da1-4d0c-a787-1144d2f92ba8,CATERING,"{""minBudget"": 409624, ""maxBudget"": 1128741, ""maxGuests"": 623, ""vegOnly"": False}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
adce8fd2-666f-42fa-9547-5c52fb1ae911,54e99874-0ef5-4df9-879c-9eb4e22a0d77,CATERING,"{""minBudget"": 453194, ""maxBudget"": 3689128, ""maxGuests"": 1452, ""vegOnly"": False}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
75d4ad15-2eed-44e9-aeb2-3e55dda2f284,54e99874-0ef5-4df9-879c-9eb4e22a0d77,STAFF,"{""minBudget"": 156793, ""maxBudget"": 3706832}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
6c720e44-e47e-4410-ad1f-6fda40daf8fe,54e99874-0ef5-4df9-879c-9eb4e22a0d77,DECOR,"{""minBudget"": 205190, ""maxBudget"": 2817059}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
7c96dc38-9740-4544-892f-6931814acf2a,b0aa66c5-ff0d-4ef9-8f60-c5d798c26efa,STAFF,"{""minBudget"": 284570, ""maxBudget"": 2767338}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
ab6763d6-c63c-42fe-81ed-e19b7963f606,2c777e2f-8362-4662-8491-2ccdd1370d9a,DECOR,"{""minBudget"": 131984, ""maxBudget"": 1268293}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
a5cbb93c-c450-4677-8a97-1e105bef50c6,c6273eee-857e-48da-af67-ac4da0bb44a0,ACCOMMODATION,"{""minBudget"": 286600, ""maxBudget"": 4533418, ""maxGuests"": 1459, ""hotelRooms"": 271, ""destinationWedding"": True}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
a5792e62-6c62-427e-9044-2da4788dba56,39846300-ec89-4eca-8faa-edd0c0e8d7a0,CATERING,"{""minBudget"": 283204, ""maxBudget"": 2674266, ""maxGuests"": 204, ""vegOnly"": False}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
f1d3d2ea-ef9d-4487-a841-af953199a117,39846300-ec89-4eca-8faa-edd0c0e8d7a0,STAFF,"{""minBudget"": 283082, ""maxBudget"": 3641615}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
c2583982-5a20-40ab-af27-41e602be1d74,39846300-ec89-4eca-8faa-edd0c0e8d7a0,DECOR,"{""minBudget"": 170368, ""maxBudget"": 4295447}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
9e8b231a-d65b-4933-9dc6-5c5204e57fbf,fc43de3f-b408-48dc-91b1-3a2ce4d8aa93,FLOOR_SPACE,"{""minBudget"": 379382, ""maxBudget"": 1362535, ""floorSpaceSqFt"": 55177}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
6cdefd99-16cf-4d63-a863-9f2d158f7ca9,58ca3911-a2bd-434d-b822-475d993e3d24,ACCOMMODATION,"{""minBudget"": 212031, ""maxBudget"": 1716259, ""maxGuests"": 1318, ""hotelRooms"": 246, ""destinationWedding"": True}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
43bf1bd3-16ab-4383-b4ac-0ed14c25c806,a16c9da8-538a-432f-b721-54ceb56d6824,ACCOMMODATION,"{""minBudget"": 474301, ""maxBudget"": 1990237, ""maxGuests"": 449, ""hotelRooms"": 57, ""destinationWedding"": True}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
ad4c7e1e-24d2-4370-9beb-7ab067c38af3,a16c9da8-538a-432f-b721-54ceb56d6824,STAFF,"{""minBudget"": 445798, ""maxBudget"": 1430438}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
945fce2d-45ab-4d2e-b047-f10213993add,a75cc6f9-441f-452e-9435-5176bc6a0f05,DECOR,"{""minBudget"": 150632, ""maxBudget"": 2698066}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
560f3616-c6ec-48f3-bc75-47e2d58e0667,dc136e20-994f-48a7-87eb-61d3fdce5d0b,CATERING,"{""minBudget"": 279312, ""maxBudget"": 1885223, ""maxGuests"": 631, ""vegOnly"": True}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
2b069e7f-9bc9-4618-a984-75fb9b9a8fd8,dc136e20-994f-48a7-87eb-61d3fdce5d0b,ACCOMMODATION,"{""minBudget"": 250147, ""maxBudget"": 3770117, ""maxGuests"": 1277, ""hotelRooms"": 141, ""destinationWedding"": True}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
96fc1267-6c3b-46a1-a465-3d342f08d66f,dc136e20-994f-48a7-87eb-61d3fdce5d0b,FLOOR_SPACE,"{""minBudget"": 164850, ""maxBudget"": 1513895, ""floorSpaceSqFt"": 49534}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
57420bab-9181-44db-8d63-1fbb7d775f86,787ceed3-a44e-43ee-89a6-38b4099a1ac6,CATERING,"{""minBudget"": 108407, ""maxBudget"": 3941897, ""maxGuests"": 884, ""vegOnly"": False}",2026-02-23T10:07:06.141899,2026-02-23T10:07:06.141899
